Datetime,Close
2019-08-19 00:00:00-04:00,210.34
2019-08-20 00:00:00-04:00,210.35
2019-08-21 00:00:00-04:00,212.65
2019-08-22 00:00:00-04:00,212.45
2019-08-23 00:00:00-04:00,202.63
2019-08-26 00:00:00-04:00,206.6
2019-08-27 00:00:00-04:00,204.14
2019-08-28 00:00:00-04:00,205.52
2019-08-29 00:00:00-04:00,209.1
2019-08-30 00:00:00-04:00,208.74
2019-09-03 00:00:00-04:00,205.695
2019-09-04 00:00:00-04:00,209.25
2019-09-05 00:00:00-04:00,213.27
2019-09-06 00:00:00-04:00,213.27
2019-09-09 00:00:00-04:00,214.15
2019-09-10 00:00:00-04:00,216.77
2019-09-11 00:00:00-04:00,223.587
2019-09-12 00:00:00-04:00,223.09
2019-09-13 00:00:00-04:00,218.8
2019-09-16 00:00:00-04:00,219.9
2019-09-17 00:00:00-04:00,220.65
2019-09-18 00:00:00-04:00,222.77
2019-09-19 00:00:00-04:00,220.95
2019-09-20 00:00:00-04:00,217.69
2019-09-23 00:00:00-04:00,218.68
2019-09-24 00:00:00-04:00,217.68
2019-09-25 00:00:00-04:00,220.99
2019-09-26 00:00:00-04:00,219.89
2019-09-27 00:00:00-04:00,218.85
2019-09-30 00:00:00-04:00,223.98
2019-10-01 00:00:00-04:00,224.58
2019-10-02 00:00:00-04:00,218.96
2019-10-03 00:00:00-04:00,220.81
2019-10-04 00:00:00-04:00,227.01
2019-10-07 00:00:00-04:00,227.06
2019-10-08 00:00:00-04:00,224.39
2019-10-09 00:00:00-04:00,227.0
2019-10-10 00:00:00-04:00,230.09
2019-10-11 00:00:00-04:00,236.22
2019-10-14 00:00:00-04:00,235.89
2019-10-15 00:00:00-04:00,235.32
2019-10-16 00:00:00-04:00,234.39
2019-10-17 00:00:00-04:00,235.29
2019-10-18 00:00:00-04:00,236.28
2019-10-21 00:00:00-04:00,240.53
2019-10-22 00:00:00-04:00,239.97
2019-10-23 00:00:00-04:00,243.14
2019-10-24 00:00:00-04:00,243.6
2019-10-25 00:00:00-04:00,246.58
2019-10-28 00:00:00-04:00,249.04
2019-10-29 00:00:00-04:00,243.29
2019-10-30 00:00:00-04:00,243.29
2019-10-31 00:00:00-04:00,248.84
2019-11-01 00:00:00-04:00,255.84
2019-11-04 00:00:00-05:00,257.48
2019-11-05 00:00:00-05:00,257.15
2019-11-06 00:00:00-05:00,257.24
2019-11-07 00:00:00-05:00,259.5
2019-11-08 00:00:00-05:00,260.14
2019-11-11 00:00:00-05:00,262.2
2019-11-12 00:00:00-05:00,261.98
2019-11-13 00:00:00-05:00,264.47
2019-11-14 00:00:00-05:00,262.69
2019-11-15 00:00:00-05:00,265.75
2019-11-18 00:00:00-05:00,267.12
2019-11-19 00:00:00-05:00,266.29
2019-11-20 00:00:00-05:00,263.22
2019-11-21 00:00:00-05:00,262.01
2019-11-22 00:00:00-05:00,261.84
2019-11-25 00:00:00-05:00,266.42
2019-11-26 00:00:00-05:00,264.1
2019-11-27 00:00:00-05:00,267.8999
2019-11-29 00:00:00-05:00,267.18
2019-12-02 00:00:00-05:00,264.09
2019-12-03 00:00:00-05:00,259.52
2019-12-04 00:00:00-05:00,261.74
2019-12-05 00:00:00-05:00,265.58
2019-12-06 00:00:00-05:00,270.7
2019-12-09 00:00:00-05:00,266.92
2019-12-10 00:00:00-05:00,268.62
2019-12-11 00:00:00-05:00,270.74
2019-12-12 00:00:00-05:00,271.46
2019-12-13 00:00:00-05:00,275.26
2019-12-16 00:00:00-05:00,279.86
2019-12-17 00:00:00-05:00,280.42
2019-12-18 00:00:00-05:00,279.71
2019-12-19 00:00:00-05:00,280.03
2019-12-20 00:00:00-05:00,279.28
2019-12-23 00:00:00-05:00,283.97
2019-12-24 00:00:00-05:00,284.2762
2019-12-26 00:00:00-05:00,289.91
2019-12-27 00:00:00-05:00,289.83
2019-12-30 00:00:00-05:00,291.647
2019-12-31 00:00:00-05:00,293.37
2020-01-02 00:00:00-05:00,300.58
2020-01-03 00:00:00-05:00,297.38
2020-01-06 00:00:00-05:00,299.78
2020-01-07 00:00:00-05:00,298.27
2020-01-08 00:00:00-05:00,303.15
2020-01-09 00:00:00-05:00,309.71
2020-01-10 00:00:00-05:00,310.37
2020-01-13 00:00:00-05:00,316.97
2020-01-14 00:00:00-05:00,312.69
2020-01-15 00:00:00-05:00,311.5
2020-01-16 00:00:00-05:00,315.33
2020-01-17 00:00:00-05:00,318.67
2020-01-21 00:00:00-05:00,316.55
2020-01-22 00:00:00-05:00,317.7
2020-01-23 00:00:00-05:00,319.2899
2020-01-24 00:00:00-05:00,318.33
2020-01-27 00:00:00-05:00,308.96
2020-01-28 00:00:00-05:00,317.76
2020-01-29 00:00:00-05:00,324.32
2020-01-30 00:00:00-05:00,323.8762
2020-01-31 00:00:00-05:00,309.33
2020-02-03 00:00:00-05:00,308.71
2020-02-04 00:00:00-05:00,318.86
2020-02-05 00:00:00-05:00,321.58
2020-02-06 00:00:00-05:00,325.21
2020-02-07 00:00:00-05:00,320.04
2020-02-10 00:00:00-05:00,321.54
2020-02-11 00:00:00-05:00,319.61
2020-02-12 00:00:00-05:00,327.2
2020-02-13 00:00:00-05:00,324.91
2020-02-14 00:00:00-05:00,324.94
2020-02-18 00:00:00-05:00,319.0
2020-02-19 00:00:00-05:00,323.62
2020-02-20 00:00:00-05:00,320.3
2020-02-21 00:00:00-05:00,313.03
2020-02-24 00:00:00-05:00,298.17
2020-02-25 00:00:00-05:00,288.08
2020-02-26 00:00:00-05:00,292.69
2020-02-27 00:00:00-05:00,273.04
2020-02-28 00:00:00-05:00,274.64
2020-03-02 00:00:00-05:00,298.82
2020-03-03 00:00:00-05:00,289.31
2020-03-04 00:00:00-05:00,302.76
2020-03-05 00:00:00-05:00,292.92
2020-03-06 00:00:00-05:00,288.98
2020-03-09 00:00:00-04:00,266.09
2020-03-10 00:00:00-04:00,285.69
2020-03-11 00:00:00-04:00,275.3
2020-03-12 00:00:00-04:00,248.0
2020-03-13 00:00:00-04:00,278.06
2020-03-16 00:00:00-04:00,241.47
2020-03-17 00:00:00-04:00,252.85
2020-03-18 00:00:00-04:00,249.0
2020-03-19 00:00:00-04:00,244.78
2020-03-20 00:00:00-04:00,228.74
2020-03-23 00:00:00-04:00,223.43
2020-03-24 00:00:00-04:00,246.88
2020-03-25 00:00:00-04:00,245.465
2020-03-26 00:00:00-04:00,258.48
2020-03-27 00:00:00-04:00,247.62
2020-03-30 00:00:00-04:00,254.79
2020-03-31 00:00:00-04:00,254.3
2020-04-01 00:00:00-04:00,240.76
2020-04-02 00:00:00-04:00,244.93
2020-04-03 00:00:00-04:00,241.43
2020-04-06 00:00:00-04:00,262.285
2020-04-07 00:00:00-04:00,259.385
2020-04-08 00:00:00-04:00,266.04
2020-04-09 00:00:00-04:00,267.96
2020-04-13 00:00:00-04:00,273.23
2020-04-14 00:00:00-04:00,287.07
2020-04-15 00:00:00-04:00,284.45
2020-04-16 00:00:00-04:00,286.72
2020-04-17 00:00:00-04:00,282.74
2020-04-20 00:00:00-04:00,276.85
2020-04-21 00:00:00-04:00,268.36
2020-04-22 00:00:00-04:00,276.09
2020-04-23 00:00:00-04:00,274.87
2020-04-24 00:00:00-04:00,282.95
2020-04-27 00:00:00-04:00,283.25
2020-04-28 00:00:00-04:00,278.57
2020-04-29 00:00:00-04:00,287.83
2020-04-30 00:00:00-04:00,293.99
2020-05-01 00:00:00-04:00,289.07
2020-05-04 00:00:00-04:00,293.17
2020-05-05 00:00:00-04:00,297.78
2020-05-06 00:00:00-04:00,300.5
2020-05-07 00:00:00-04:00,303.75
2020-05-08 00:00:00-04:00,310.1484
2020-05-11 00:00:00-04:00,315.005
2020-05-12 00:00:00-04:00,311.51
2020-05-13 00:00:00-04:00,307.68
2020-05-14 00:00:00-04:00,309.7
2020-05-15 00:00:00-04:00,307.74
2020-05-18 00:00:00-04:00,314.89
2020-05-19 00:00:00-04:00,313.01
2020-05-20 00:00:00-04:00,319.16
2020-05-21 00:00:00-04:00,317.04
2020-05-22 00:00:00-04:00,318.89
2020-05-26 00:00:00-04:00,316.84
2020-05-27 00:00:00-04:00,318.08
2020-05-28 00:00:00-04:00,318.15
2020-05-29 00:00:00-04:00,318.76
2020-06-01 00:00:00-04:00,321.76
2020-06-02 00:00:00-04:00,323.42
2020-06-03 00:00:00-04:00,325.09
2020-06-04 00:00:00-04:00,322.25
2020-06-05 00:00:00-04:00,331.54
2020-06-08 00:00:00-04:00,333.4402
2020-06-09 00:00:00-04:00,344.32
2020-06-10 00:00:00-04:00,352.78
2020-06-11 00:00:00-04:00,336.08
2020-06-12 00:00:00-04:00,337.655
2020-06-15 00:00:00-04:00,342.99
2020-06-16 00:00:00-04:00,352.26
2020-06-17 00:00:00-04:00,351.2438
2020-06-18 00:00:00-04:00,351.59
2020-06-19 00:00:00-04:00,349.55
2020-06-22 00:00:00-04:00,358.93
2020-06-23 00:00:00-04:00,366.37
2020-06-24 00:00:00-04:00,360.06
2020-06-25 00:00:00-04:00,364.88
2020-06-26 00:00:00-04:00,353.69
2020-06-29 00:00:00-04:00,362.0
2020-06-30 00:00:00-04:00,364.6
2020-07-01 00:00:00-04:00,364.01
2020-07-02 00:00:00-04:00,364.12
2020-07-06 00:00:00-04:00,373.81
2020-07-07 00:00:00-04:00,372.64
2020-07-08 00:00:00-04:00,381.44
2020-07-09 00:00:00-04:00,382.6599
2020-07-10 00:00:00-04:00,383.52
2020-07-13 00:00:00-04:00,381.91
2020-07-14 00:00:00-04:00,388.21
2020-07-15 00:00:00-04:00,390.91
2020-07-16 00:00:00-04:00,385.72
2020-07-17 00:00:00-04:00,385.15
2020-07-20 00:00:00-04:00,393.43
2020-07-21 00:00:00-04:00,388.0
2020-07-22 00:00:00-04:00,389.09
2020-07-23 00:00:00-04:00,371.56
2020-07-24 00:00:00-04:00,370.42
2020-07-27 00:00:00-04:00,379.215
2020-07-28 00:00:00-04:00,373.04
2020-07-29 00:00:00-04:00,380.27
2020-07-30 00:00:00-04:00,384.88
2020-07-31 00:00:00-04:00,425.19
2020-08-03 00:00:00-04:00,435.66
2020-08-04 00:00:00-04:00,438.81
2020-08-05 00:00:00-04:00,440.339
2020-08-06 00:00:00-04:00,455.88
2020-08-07 00:00:00-04:00,444.41
2020-08-10 00:00:00-04:00,450.94
2020-08-11 00:00:00-04:00,437.51
2020-08-12 00:00:00-04:00,452.24
2020-08-13 00:00:00-04:00,460.03
2020-08-14 00:00:00-04:00,459.78
2020-08-17 00:00:00-04:00,458.39
2020-08-18 00:00:00-04:00,462.08
2020-08-19 00:00:00-04:00,462.825
2020-08-20 00:00:00-04:00,472.83
2020-08-21 00:00:00-04:00,497.4
2020-08-24 00:00:00-04:00,503.79
2020-08-25 00:00:00-04:00,499.31
2020-08-26 00:00:00-04:00,506.19
2020-08-27 00:00:00-04:00,500.04
2020-08-28 00:00:00-04:00,498.83
2020-08-31 00:00:00-04:00,128.85
2020-09-01 00:00:00-04:00,134.2
2020-09-02 00:00:00-04:00,131.22
2020-09-03 00:00:00-04:00,120.92
2020-09-04 00:00:00-04:00,120.9
2020-09-08 00:00:00-04:00,112.83
2020-09-09 00:00:00-04:00,117.18
2020-09-10 00:00:00-04:00,113.48
2020-09-11 00:00:00-04:00,112.01
2020-09-14 00:00:00-04:00,115.3599
2020-09-15 00:00:00-04:00,115.55
2020-09-16 00:00:00-04:00,112.13
2020-09-17 00:00:00-04:00,110.32
2020-09-18 00:00:00-04:00,106.6
2020-09-21 00:00:00-04:00,110.13
2020-09-22 00:00:00-04:00,111.8
2020-09-23 00:00:00-04:00,107.23
2020-09-24 00:00:00-04:00,108.2015
2020-09-25 00:00:00-04:00,112.28
2020-09-28 00:00:00-04:00,115.0
2020-09-29 00:00:00-04:00,114.11
2020-09-30 00:00:00-04:00,115.61
2020-10-01 00:00:00-04:00,116.8
2020-10-02 00:00:00-04:00,113.02
2020-10-05 00:00:00-04:00,116.54
2020-10-06 00:00:00-04:00,113.16
2020-10-07 00:00:00-04:00,115.05
2020-10-08 00:00:00-04:00,114.97
2020-10-09 00:00:00-04:00,116.98
2020-10-12 00:00:00-04:00,124.42
2020-10-13 00:00:00-04:00,121.05
2020-10-14 00:00:00-04:00,121.29
2020-10-15 00:00:00-04:00,120.7453
2020-10-16 00:00:00-04:00,118.96
2020-10-19 00:00:00-04:00,116.0
2020-10-20 00:00:00-04:00,117.5
2020-10-21 00:00:00-04:00,116.86
2020-10-22 00:00:00-04:00,115.7737
2020-10-23 00:00:00-04:00,115.04
2020-10-26 00:00:00-04:00,115.06
2020-10-27 00:00:00-04:00,116.53
2020-10-28 00:00:00-04:00,111.15
2020-10-29 00:00:00-04:00,114.52
2020-10-30 00:00:00-04:00,108.9
2020-11-02 00:00:00-05:00,108.77
2020-11-03 00:00:00-05:00,110.375
2020-11-04 00:00:00-05:00,114.94
2020-11-05 00:00:00-05:00,118.99
2020-11-06 00:00:00-05:00,118.685
2020-11-09 00:00:00-05:00,116.32
2020-11-10 00:00:00-05:00,115.97
2020-11-11 00:00:00-05:00,119.51
2020-11-12 00:00:00-05:00,119.235
2020-11-13 00:00:00-05:00,119.49
2020-11-16 00:00:00-05:00,120.35
2020-11-17 00:00:00-05:00,119.36
2020-11-18 00:00:00-05:00,118.0
2020-11-19 00:00:00-05:00,118.64
2020-11-20 00:00:00-05:00,117.32
2020-11-23 00:00:00-05:00,113.88
2020-11-24 00:00:00-05:00,115.17
2020-11-25 00:00:00-05:00,116.02
2020-11-27 00:00:00-05:00,116.6
2020-11-30 00:00:00-05:00,119.06
2020-12-01 00:00:00-05:00,122.7
2020-12-02 00:00:00-05:00,123.08
2020-12-03 00:00:00-05:00,122.94
2020-12-04 00:00:00-05:00,122.24
2020-12-07 00:00:00-05:00,123.8
2020-12-08 00:00:00-05:00,124.33
2020-12-09 00:00:00-05:00,121.67
2020-12-10 00:00:00-05:00,123.22
2020-12-11 00:00:00-05:00,122.49
2020-12-14 00:00:00-05:00,121.77
2020-12-15 00:00:00-05:00,127.89
2020-12-16 00:00:00-05:00,127.75
2020-12-17 00:00:00-05:00,128.65
2020-12-18 00:00:00-05:00,126.65
2020-12-21 00:00:00-05:00,128.24
2020-12-22 00:00:00-05:00,131.845
2020-12-23 00:00:00-05:00,130.96
2020-12-24 00:00:00-05:00,131.99
2020-12-28 00:00:00-05:00,136.73
2020-12-29 00:00:00-05:00,134.93
2020-12-30 00:00:00-05:00,133.72
2020-12-31 00:00:00-05:00,132.58
2021-01-04 00:00:00-05:00,129.41
2021-01-05 00:00:00-05:00,130.95
2021-01-06 00:00:00-05:00,126.58
2021-01-07 00:00:00-05:00,130.85
2021-01-08 00:00:00-05:00,131.99
2021-01-11 00:00:00-05:00,128.98
2021-01-12 00:00:00-05:00,128.8199
2021-01-13 00:00:00-05:00,130.89
2021-01-14 00:00:00-05:00,128.92
2021-01-15 00:00:00-05:00,127.07
2021-01-19 00:00:00-05:00,127.82
2021-01-20 00:00:00-05:00,131.97
2021-01-21 00:00:00-05:00,136.87
2021-01-22 00:00:00-05:00,138.9699
2021-01-25 00:00:00-05:00,142.9
2021-01-26 00:00:00-05:00,143.185
2021-01-27 00:00:00-05:00,142.53
2021-01-28 00:00:00-05:00,137.04
2021-01-29 00:00:00-05:00,131.83
2021-02-01 00:00:00-05:00,134.1
2021-02-02 00:00:00-05:00,134.98
2021-02-03 00:00:00-05:00,133.9
2021-02-04 00:00:00-05:00,137.4
2021-02-05 00:00:00-05:00,136.77
2021-02-08 00:00:00-05:00,136.9007
2021-02-09 00:00:00-05:00,136.0
2021-02-10 00:00:00-05:00,135.36
2021-02-11 00:00:00-05:00,135.12
2021-02-12 00:00:00-05:00,135.38
2021-02-16 00:00:00-05:00,133.16
2021-02-17 00:00:00-05:00,130.84
2021-02-18 00:00:00-05:00,129.7127
2021-02-19 00:00:00-05:00,129.85
2021-02-22 00:00:00-05:00,126.01
2021-02-23 00:00:00-05:00,125.85
2021-02-24 00:00:00-05:00,125.32
2021-02-25 00:00:00-05:00,121.0
2021-02-26 00:00:00-05:00,121.2
2021-03-01 00:00:00-05:00,127.79
2021-03-02 00:00:00-05:00,125.1601
2021-03-03 00:00:00-05:00,122.06
2021-03-04 00:00:00-05:00,120.22
2021-03-05 00:00:00-05:00,121.39
2021-03-08 00:00:00-05:00,116.4
2021-03-09 00:00:00-05:00,121.08
2021-03-10 00:00:00-05:00,119.97
2021-03-11 00:00:00-05:00,121.95
2021-03-12 00:00:00-05:00,121.05
2021-03-15 00:00:00-04:00,124.0
2021-03-16 00:00:00-04:00,125.57
2021-03-17 00:00:00-04:00,124.8
2021-03-18 00:00:00-04:00,120.55
2021-03-19 00:00:00-04:00,119.87
2021-03-22 00:00:00-04:00,123.37
2021-03-23 00:00:00-04:00,122.55
2021-03-24 00:00:00-04:00,120.07
2021-03-25 00:00:00-04:00,120.63
2021-03-26 00:00:00-04:00,121.21
2021-03-29 00:00:00-04:00,121.39
2021-03-30 00:00:00-04:00,119.88
2021-03-31 00:00:00-04:00,122.18
2021-04-01 00:00:00-04:00,123.0
2021-04-05 00:00:00-04:00,125.9001
2021-04-06 00:00:00-04:00,126.23
2021-04-07 00:00:00-04:00,127.91
2021-04-08 00:00:00-04:00,130.37
2021-04-09 00:00:00-04:00,133.0
2021-04-12 00:00:00-04:00,131.26
2021-04-13 00:00:00-04:00,134.41
2021-04-14 00:00:00-04:00,132.12
2021-04-15 00:00:00-04:00,134.5
2021-04-16 00:00:00-04:00,134.15
2021-04-19 00:00:00-04:00,134.921
2021-04-20 00:00:00-04:00,133.12
2021-04-21 00:00:00-04:00,133.49
2021-04-22 00:00:00-04:00,131.94
2021-04-23 00:00:00-04:00,134.31
2021-04-26 00:00:00-04:00,134.73
2021-04-27 00:00:00-04:00,134.39
2021-04-28 00:00:00-04:00,133.7801
2021-04-29 00:00:00-04:00,133.48
2021-04-30 00:00:00-04:00,131.53
2021-05-03 00:00:00-04:00,132.5563
2021-05-04 00:00:00-04:00,127.93
2021-05-05 00:00:00-04:00,128.16
2021-05-06 00:00:00-04:00,129.72
2021-05-07 00:00:00-04:00,130.2
2021-05-10 00:00:00-04:00,126.86
2021-05-11 00:00:00-04:00,125.85
2021-05-12 00:00:00-04:00,122.82
2021-05-13 00:00:00-04:00,124.9401
2021-05-14 00:00:00-04:00,127.36
2021-05-17 00:00:00-04:00,126.27
2021-05-18 00:00:00-04:00,124.85
2021-05-19 00:00:00-04:00,124.69
2021-05-20 00:00:00-04:00,127.31
2021-05-21 00:00:00-04:00,125.43
2021-05-24 00:00:00-04:00,127.12
2021-05-25 00:00:00-04:00,126.93
2021-05-26 00:00:00-04:00,126.85
2021-05-27 00:00:00-04:00,125.45
2021-05-28 00:00:00-04:00,124.62
2021-06-01 00:00:00-04:00,124.3
2021-06-02 00:00:00-04:00,125.09
2021-06-03 00:00:00-04:00,123.555
2021-06-04 00:00:00-04:00,125.88
2021-06-07 00:00:00-04:00,125.91
2021-06-08 00:00:00-04:00,126.74
2021-06-09 00:00:00-04:00,127.16
2021-06-10 00:00:00-04:00,126.11
2021-06-11 00:00:00-04:00,127.3521
2021-06-14 00:00:00-04:00,130.49
2021-06-15 00:00:00-04:00,129.74
2021-06-16 00:00:00-04:00,130.14
2021-06-17 00:00:00-04:00,131.78
2021-06-18 00:00:00-04:00,130.4
2021-06-21 00:00:00-04:00,132.29
2021-06-22 00:00:00-04:00,133.97
2021-06-23 00:00:00-04:00,133.7
2021-06-24 00:00:00-04:00,133.4
2021-06-25 00:00:00-04:00,133.11
2021-06-28 00:00:00-04:00,134.75
2021-06-29 00:00:00-04:00,136.33
2021-06-30 00:00:00-04:00,136.94
2021-07-01 00:00:00-04:00,137.27
2021-07-02 00:00:00-04:00,139.96
2021-07-06 00:00:00-04:00,142.02
2021-07-07 00:00:00-04:00,144.59
2021-07-08 00:00:00-04:00,143.32
2021-07-09 00:00:00-04:00,145.11
2021-07-12 00:00:00-04:00,144.5
2021-07-13 00:00:00-04:00,145.68
2021-07-14 00:00:00-04:00,149.21
2021-07-15 00:00:00-04:00,148.48
2021-07-16 00:00:00-04:00,146.38
2021-07-19 00:00:00-04:00,142.53
2021-07-20 00:00:00-04:00,146.1427
2021-07-21 00:00:00-04:00,145.39
2021-07-22 00:00:00-04:00,146.8
2021-07-23 00:00:00-04:00,148.57
2021-07-26 00:00:00-04:00,148.99
2021-07-27 00:00:00-04:00,146.78
2021-07-28 00:00:00-04:00,144.98
2021-07-29 00:00:00-04:00,145.62
2021-07-30 00:00:00-04:00,145.86
2021-08-02 00:00:00-04:00,145.52
2021-08-03 00:00:00-04:00,147.3402
2021-08-04 00:00:00-04:00,146.94
2021-08-05 00:00:00-04:00,147.06
2021-08-06 00:00:00-04:00,146.14
2021-08-09 00:00:00-04:00,146.09
2021-08-10 00:00:00-04:00,145.61
2021-08-11 00:00:00-04:00,145.91
2021-08-12 00:00:00-04:00,148.885
2021-08-13 00:00:00-04:00,149.1
2021-08-16 00:00:00-04:00,151.125
2021-08-17 00:00:00-04:00,150.23
2021-08-18 00:00:00-04:00,146.36
2021-08-19 00:00:00-04:00,146.67
2021-08-20 00:00:00-04:00,148.19
2021-08-23 00:00:00-04:00,149.7
2021-08-24 00:00:00-04:00,149.63
2021-08-25 00:00:00-04:00,148.37
